fk_pcg_version,pcg_type,pcg_subtype,account_number,account_parent,label
SKR04,Betriebliche Aufwendungen,Materialaufwand,5117,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5118,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5119,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5120,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5121,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5122,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5123,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5124,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5125,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5126,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5127,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5128,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5129,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5130,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5131,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5132,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5133,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5134,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5135,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5136,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5137,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5138,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5139,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5140,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5141,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5142,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5143,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5144,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5145,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5146,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5147,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5148,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5149,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5150,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5151,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5152,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5153,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5154,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5155,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5156,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5157,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5158,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5159,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5160,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5161,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5162,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5163,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5164,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5165,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5166,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5167,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5168,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5169,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5170,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5171,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5172,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5173,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5174,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5175,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5176,5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5177,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5178,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5179,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5180,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5181,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5182,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5183,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5184,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5185,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5186,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5187,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5188,5100,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5189,5100,"Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5190,5,Energiestoffe (Fertigung)
SKR04,Betriebliche Aufwendungen,Materialaufwand,5191,5190,Energiestoffe (Fertigung) 7 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5192,5190,Energiestoffe (Fertigung) 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5193,5190,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5194,5190,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5195,5190,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5196,5190,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5197,5190,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5198,5190,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5200,5,Wareneingang
SKR04,Betriebliche Aufwendungen,Materialaufwand,5300,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5301,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5302,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5303,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5304,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5305,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5306,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5307,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5308,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5309,5200,Wareneingang Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5310,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5311,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5312,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5313,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5314,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5315,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5316,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5317,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5318,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5319,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5320,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5321,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5322,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5323,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5324,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5325,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5326,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5327,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5328,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5329,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5330,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5331,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5332,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5333,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5334,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5335,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5336,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5337,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5338,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5339,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5340,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5341,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5342,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5343,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5344,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5345,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5346,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5347,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5348,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5349,5200,Wareneingang ohne Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5400,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5401,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5402,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5403,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5404,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5405,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5406,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5407,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5408,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5409,5200,Wareneingang 19 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5410,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5411,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5412,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5413,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5414,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5415,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5416,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5417,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5418,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5419,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5420,5200,Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5421,5200,Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5422,5200,Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5423,5200,Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5424,5200,Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5425,5200,Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5426,5200,Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5427,5200,Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5428,5200,Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5429,5200,Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5430,5200,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug 7 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5431,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5432,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5433,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5434,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5435,5200,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5436,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5437,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5438,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5439,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5440,5200,Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatz-Identifikationsnummer 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5441,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5442,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5443,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5444,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5445,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5446,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5447,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5448,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5449,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5500,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5501,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5502,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5503,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5504,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5505,5200,"Wareneingang 5,5 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5506,5200,"Wareneingang 5,5 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5507,5200,"Wareneingang 5,5 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5508,5200,"Wareneingang 5,5 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5509,5200,"Wareneingang 5,5 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5510,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5511,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5512,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5513,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5514,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5515,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5516,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5517,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5518,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5519,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5520,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5521,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5522,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5523,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5524,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5525,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5526,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5527,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5528,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5529,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5530,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5531,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5532,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5533,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5534,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5535,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5536,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5537,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5538,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5539,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5540,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5541,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5542,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5543,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5544,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5545,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5546,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5547,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5548,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5549,5200,"Wareneingang 10,7 % Vorsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5550,5200,Steuerfreier innergemeinschaftlicher Erwerb
SKR04,Betriebliche Aufwendungen,Materialaufwand,5551,5200,Wareneingang im Drittland steuerbar
SKR04,Betriebliche Aufwendungen,Materialaufwand,5552,5200,Erwerb 1. Abnehmer innerhalb eines Dreiecksgeschäftes
SKR04,Betriebliche Aufwendungen,Materialaufwand,5553,5200,Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5554,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5555,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5556,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5557,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5558,5200,Wareneingang im anderen EU-Land steuerbar
SKR04,Betriebliche Aufwendungen,Materialaufwand,5559,5200,Steuerfreie Einfuhren
SKR04,Betriebliche Aufwendungen,Materialaufwand,5560,5200,"Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5561,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5562,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5563,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5564,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5565,5200,"Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5566,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5567,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5568,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5569,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5600,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5601,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5602,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5603,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5604,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5605,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5606,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5607,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5608,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5609,5200,Nicht abziehbare Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5610,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5611,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5612,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5613,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5614,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5615,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5616,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5617,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5618,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5619,5200,Nicht abziehbare Vorsteuer 7 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5650,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5651,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5652,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5653,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5654,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5655,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5656,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5657,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5658,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5659,5200,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5660,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5661,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5662,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5663,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5664,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5665,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5666,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5667,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5668,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5669,5200,Nicht abziehbare Vorsteuer 19 %
SKR04,Betriebliche Aufwendungen,Materialaufwand,5700,5200,Nachlässe
SKR04,Betriebliche Aufwendungen,Materialaufwand,5701,5700,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5710,5700,Nachlässe 7 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5711,5700,Nachlässe 7 % Vorsteuer
SKR04,Betriebliche Aufwendungen,Materialaufwand,5712,5700,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5713,5700,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5714,5700,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 %"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5715,5700,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 %"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5716,5700,
SKR04,Betriebliche Aufwendungen,Materialaufwand,5717,5700,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer"
SKR04,Betriebliche Aufwendungen,Materialaufwand,5718,5700,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer"
